ID lfp lnnlinc age educ nyc noc foreign
447 0.0 10.908272 5.2 10.0 0.0 1.0 0.0
448 0.0 11.270174 3.5  3.0 0.0 2.0 0.0
449 0.0 11.305993 5.6 12.0 0.0 0.0 0.0
450 0.0 11.344299 5.1 10.0 0.0 0.0 0.0
451 1.0 10.563152 4.3  9.0 0.0 1.0 0.0
452 1.0 10.758702 5.2  8.0 0.0 0.0 0.0
453 0.0 10.778850 4.9 10.0 0.0 0.0 0.0
454 1.0 10.779335 3.6 10.0 0.0 2.0 0.0
455 1.0 10.517219 2.3 15.0 0.0 0.0 0.0
456 0.0 11.410587 4.2  5.0 0.0 2.0 0.0
457 0.0 10.538100 5.8  8.0 0.0 0.0 0.0
458 0.0 10.406401 5.7  9.0 0.0 0.0 0.0
459 0.0 10.924246 3.4 12.0 0.0 2.0 0.0
460 0.0 10.549157 5.6 13.0 0.0 0.0 0.0
461 0.0 10.835671 5.8 10.0 0.0 0.0 0.0
462 0.0 10.432760 6.0 12.0 0.0 0.0 0.0
463 1.0 11.244346 4.9 11.0 0.0 0.0 0.0
464 1.0 10.714287 5.0 12.0 0.0 0.0 0.0
465 0.0 11.070370 4.1 12.0 0.0 2.0 0.0
466 0.0 11.762758 4.6 12.0 0.0 1.0 0.0
467 1.0 10.560963 2.8 12.0 2.0 0.0 0.0
468 1.0 10.706676 3.3 13.0 0.0 0.0 0.0
469 0.0 10.741618 3.3 12.0 0.0 1.0 0.0
470 1.0 10.465761 2.7 13.0 1.0 1.0 0.0
471 0.0 10.850747 5.1 10.0 0.0 0.0 0.0
472 1.0 10.507702 5.1  5.0 0.0 1.0 0.0
473 0.0 10.205067 6.0  9.0 0.0 0.0 0.0
474 0.0 10.722933 2.9 12.0 2.0 0.0 0.0
475 1.0 10.699512 2.8 14.0 0.0 2.0 0.0
476 1.0 10.935753 3.5 12.0 0.0 2.0 0.0
477 0.0 12.247989 3.5 16.0 1.0 2.0 0.0
478 0.0 10.840948 4.8  9.0 0.0 0.0 0.0
479 0.0 10.809457 3.2 10.0 0.0 2.0 0.0
480 1.0 11.275831 3.5 12.0 0.0 2.0 0.0
481 1.0 10.659463 2.7  5.0 1.0 0.0 0.0
482 1.0 10.520523 2.6 13.0 2.0 0.0 0.0
483 1.0 10.539925 3.6 16.0 0.0 1.0 0.0
484 0.0 11.121529 4.0 11.0 0.0 4.0 0.0
485 0.0 10.109396 2.6  7.0 2.0 0.0 0.0
486 1.0 10.494469 2.0 12.0 0.0 0.0 0.0
487 0.0 10.711324 3.9 10.0 1.0 3.0 0.0
488 0.0 10.446385 2.8  9.0 1.0 0.0 0.0
489 1.0 10.852547 4.2 14.0 0.0 2.0 0.0
490 0.0 10.805715 2.3 12.0 1.0 0.0 0.0
491 0.0 10.628192 2.4  9.0 2.0 0.0 0.0
492 0.0 10.499790 2.5 16.0 2.0 0.0 0.0
493 1.0 10.723695 3.4 12.0 0.0 1.0 0.0
494 0.0 10.999623 3.7  9.0 0.0 2.0 0.0
495 1.0 10.261038 4.9 15.0 0.0 0.0 0.0
496 1.0  9.866105 3.6  9.0 0.0 2.0 0.0
497 1.0 10.580137 3.7  8.0 0.0 2.0 0.0
498 1.0 10.550487 2.8 13.0 1.0 1.0 0.0
499 1.0 10.627829 4.3  5.0 0.0 2.0 0.0
500 1.0 10.465100 5.2  5.0 0.0 0.0 0.0
501 1.0 10.465806 3.5 13.0 0.0 2.0 0.0
502 0.0 10.630966 5.5 10.0 0.0 0.0 0.0
503 0.0 10.434609 5.7  5.0 0.0 0.0 0.0
504 0.0 10.625388 4.4  9.0 0.0 2.0 0.0
505 0.0 10.680572 2.5 10.0 2.0 0.0 0.0
506 1.0 10.892263 3.8 14.0 0.0 3.0 0.0
507 1.0 10.230812 3.7  9.0 0.0 1.0 0.0
508 0.0 10.948595 4.9  8.0 0.0 1.0 0.0
509 0.0 10.878098 4.6 10.0 0.0 0.0 0.0
510 1.0 10.521214 2.7 13.0 0.0 1.0 0.0
511 1.0 10.143847 5.1  9.0 0.0 0.0 0.0
512 1.0 10.590745 4.8 11.0 0.0 2.0 0.0
513 0.0 10.491730 2.6 11.0 1.0 2.0 0.0
514 1.0  9.555266 4.4 13.0 0.0 0.0 0.0
515 0.0 10.738894 5.0 11.0 0.0 0.0 0.0
516 0.0 10.625338 4.8  6.0 0.0 0.0 0.0
517 1.0 10.729806 4.1 10.0 0.0 2.0 0.0
518 1.0 11.345600 3.8 12.0 0.0 0.0 0.0
519 1.0 10.881607 3.5 13.0 0.0 1.0 0.0
520 1.0 10.738787 4.2 15.0 0.0 1.0 0.0
521 1.0 10.631540 4.5 11.0 0.0 2.0 0.0
522 1.0 10.513256 4.4  9.0 0.0 1.0 0.0
523 0.0 10.930967 5.6 12.0 0.0 0.0 0.0
524 1.0 11.219622 2.9 13.0 1.0 0.0 0.0
525 1.0 10.705048 4.6 12.0 0.0 1.0 0.0
526 0.0 10.673697 3.3 11.0 1.0 1.0 0.0
527 0.0 11.045694 2.8 14.0 1.0 1.0 0.0
528 0.0 10.832491 5.0 14.0 0.0 0.0 0.0
529 1.0 10.761609 2.7 14.0 0.0 0.0 0.0
530 1.0 10.724068 3.8 11.0 0.0 0.0 0.0
531 0.0 10.623711 5.0  5.0 0.0 0.0 0.0
532 1.0 10.494012 2.1 11.0 1.0 0.0 0.0
533 0.0 10.452885 2.4  7.0 1.0 1.0 0.0
534 0.0 10.093520 5.5  9.0 0.0 0.0 0.0
535 0.0 11.456245 3.8 11.0 0.0 2.0 0.0
536 0.0 10.850163 3.3  7.0 0.0 2.0 0.0
537 0.0 10.813476 6.0 10.0 0.0 0.0 0.0
538 0.0 10.763189 5.3  6.0 0.0 0.0 0.0
539 0.0 11.025830 2.9 11.0 1.0 0.0 0.0
540 1.0 10.077104 4.0 10.0 0.0 1.0 0.0
541 1.0 10.660220 3.9 12.0 0.0 2.0 0.0
542 1.0 10.801198 3.4 14.0 1.0 1.0 0.0
543 1.0 10.598890 4.8  4.0 0.0 1.0 0.0
544 1.0 10.449333 3.5 13.0 0.0 0.0 0.0
545 0.0 11.346352 3.0  9.0 1.0 0.0 0.0
546 0.0 11.659979 2.5 11.0 1.0 0.0 0.0
547 0.0  9.937027 5.9  9.0 0.0 0.0 0.0
548 0.0 11.064019 5.1 19.0 0.0 2.0 0.0
549 0.0 10.538300 3.9  9.0 0.0 2.0 0.0
550 0.0 10.690590 5.9 10.0 0.0 0.0 0.0
551 0.0 10.655910 4.0  8.0 0.0 2.0 0.0
552 0.0  9.398499 3.6  8.0 1.0 0.0 0.0
553 0.0 10.649899 4.8  8.0 0.0 2.0 0.0
554 0.0 10.526564 2.1 11.0 1.0 0.0 0.0
555 0.0 10.236696 5.8  5.0 0.0 0.0 0.0
556 0.0 10.225496 6.0  8.0 0.0 0.0 0.0
557 0.0 11.047337 4.8 11.0 0.0 1.0 0.0
558 1.0 11.304028 3.5 13.0 0.0 1.0 0.0
559 0.0 10.554331 4.9 11.0 0.0 0.0 0.0
560 1.0 10.260208 4.4  7.0 0.0 1.0 0.0
561 0.0 11.383919 4.7 13.0 0.0 0.0 0.0
562 0.0 10.737768 5.3  8.0 0.0 0.0 0.0
563 0.0 10.888288 4.6 12.0 0.0 2.0 0.0
564 0.0 11.816648 5.4 13.0 0.0 2.0 0.0
565 0.0  9.994667 5.9 11.0 0.0 0.0 0.0
566 0.0 10.754622 5.7 10.0 0.0 0.0 0.0
567 0.0 10.442490 4.2  5.0 0.0 0.0 0.0
568 0.0 10.009821 6.2 11.0 0.0 0.0 0.0
569 0.0 10.583045 4.6  4.0 0.0 2.0 0.0
570 0.0 10.811378 3.5 12.0 0.0 2.0 0.0
571 0.0 10.958915 3.2 12.0 2.0 0.0 0.0
572 0.0  9.946032 3.5 12.0 0.0 2.0 0.0
573 0.0 10.498668 4.0 11.0 0.0 2.0 0.0
574 1.0 10.595700 2.5 14.0 0.0 0.0 0.0
575 0.0 10.525842 4.0 12.0 0.0 1.0 0.0
576 0.0 10.783294 2.9 10.0 0.0 0.0 0.0
577 0.0 11.116140 3.7 11.0 0.0 2.0 0.0
578 0.0 11.151357 5.3  5.0 0.0 1.0 0.0
579 0.0  9.824778 6.0  9.0 0.0 0.0 0.0
580 1.0  9.895686 4.2  9.0 0.0 3.0 0.0
581 0.0 10.655496 3.2 12.0 0.0 3.0 0.0
582 0.0  9.763989 5.9  5.0 0.0 0.0 0.0
583 1.0  9.878902 4.5  8.0 0.0 1.0 0.0
584 0.0 11.134995 5.1  8.0 0.0 1.0 0.0
585 1.0 10.401523 3.5  8.0 0.0 0.0 0.0
586 0.0 10.749253 2.8 11.0 0.0 0.0 0.0
587 0.0 10.333153 5.7  5.0 0.0 0.0 0.0
588 1.0 10.823801 2.6  7.0 1.0 0.0 0.0
589 1.0 10.321485 4.2  5.0 0.0 0.0 0.0
590 0.0 10.656044 3.1 12.0 1.0 1.0 0.0
591 0.0 10.657436 5.5  8.0 0.0 0.0 0.0
592 0.0 10.846169 4.2 15.0 0.0 2.0 0.0
593 0.0 11.078196 4.0 11.0 0.0 3.0 0.0
594 0.0 10.453034 4.7 11.0 0.0 0.0 0.0
595 0.0 10.654172 4.7  9.0 0.0 1.0 0.0
596 1.0 10.646433 2.6 13.0 1.0 0.0 0.0
597 0.0 11.280745 4.4  9.0 1.0 0.0 0.0
598 0.0 10.583034 2.3  9.0 0.0 1.0 0.0
599 0.0 10.871061 5.0  8.0 0.0 0.0 0.0
600 0.0 10.263108 5.8 12.0 0.0 0.0 0.0
601 1.0 11.067098 4.0  9.0 0.0 2.0 0.0
602 1.0 10.517282 3.3 12.0 0.0 2.0 0.0
603 1.0 11.172825 3.0 15.0 0.0 0.0 0.0
604 0.0 10.596755 3.1 12.0 1.0 0.0 0.0
605 0.0 11.797981 3.1 12.0 2.0 0.0 0.0
606 1.0 10.552378 3.3  9.0 1.0 1.0 0.0
607 0.0 10.794188 3.5 12.0 0.0 2.0 0.0
608 1.0 10.139508 2.6 11.0 0.0 0.0 0.0
609 0.0 10.855759 2.4 14.0 1.0 0.0 0.0
610 0.0 10.962350 6.1  5.0 0.0 0.0 0.0
611 0.0 10.757639 2.9 10.0 0.0 1.0 0.0
612 1.0  9.554492 5.9  8.0 0.0 0.0 0.0
613 0.0 10.505683 2.7 12.0 1.0 0.0 0.0
614 0.0  9.855987 6.2 11.0 0.0 0.0 0.0
615 1.0 10.790935 4.4 12.0 0.0 0.0 0.0
616 1.0 10.652796 3.6 10.0 0.0 0.0 0.0
617 0.0 10.539981 4.0 11.0 0.0 2.0 0.0
618 0.0 11.339795 4.8 10.0 0.0 1.0 0.0
619 1.0 11.224238 3.5 16.0 0.0 2.0 0.0
620 0.0 11.109163 3.2 12.0 1.0 1.0 0.0
621 0.0 10.866395 3.2 12.0 1.0 0.0 0.0
622 0.0 11.186703 4.9  8.0 0.0 0.0 0.0
623 1.0 10.192269 4.3 11.0 0.0 1.0 0.0
624 0.0 12.375650 3.9 12.0 0.0 4.0 0.0
625 0.0 10.472476 2.7 11.0 1.0 1.0 0.0
626 0.0 12.281528 4.2 12.0 0.0 3.0 0.0
627 0.0 10.537006 5.6 12.0 0.0 1.0 0.0
628 0.0 10.899256 3.1 13.0 0.0 3.0 0.0
629 1.0 10.658714 3.7  4.0 0.0 2.0 0.0
630 0.0 10.441724 3.8  8.0 0.0 1.0 0.0
631 0.0 10.407655 5.1  8.0 0.0 0.0 0.0
632 0.0 10.694172 5.0  9.0 0.0 0.0 0.0
633 0.0  9.886124 6.0  5.0 0.0 0.0 0.0
634 1.0 10.479397 3.5  9.0 0.0 2.0 0.0
635 1.0 11.072008 3.5 11.0 0.0 2.0 0.0
636 1.0 10.455375 4.5  8.0 0.0 2.0 0.0
637 0.0 10.657366 2.4 11.0 2.0 0.0 0.0
638 0.0 10.452542 3.5  8.0 1.0 1.0 0.0
639 1.0 10.408072 3.2 17.0 1.0 0.0 0.0
640 1.0 10.242023 3.3 12.0 0.0 2.0 0.0
641 0.0 10.594236 4.6  8.0 0.0 1.0 0.0
642 0.0 11.764058 5.0  5.0 0.0 2.0 0.0
643 0.0 10.828298 3.2 12.0 0.0 0.0 0.0
644 0.0 10.255769 5.8  8.0 0.0 0.0 0.0
645 0.0 10.703698 4.1  8.0 0.0 2.0 0.0
646 0.0 10.915251 3.4  6.0 0.0 2.0 0.0
647 0.0 10.522782 2.1  4.0 1.0 0.0 0.0
648 0.0 10.271325 5.6 13.0 0.0 0.0 0.0
649 0.0 10.226447 3.4  8.0 0.0 3.0 0.0
650 0.0 10.265912 3.7 10.0 0.0 1.0 0.0
651 0.0 11.016894 3.1 12.0 0.0 1.0 0.0
652 0.0 10.607904 2.2 11.0 1.0 0.0 0.0
653 0.0 10.711562 3.2 11.0 1.0 1.0 0.0
654 1.0 10.831660 4.1  8.0 0.0 3.0 0.0
655 0.0 10.759536 3.7 12.0 0.0 4.0 0.0
656 0.0 10.591802 2.9 10.0 0.0 0.0 0.0
657 1.0 10.616046 4.6  9.0 0.0 1.0 1.0
658 1.0 10.391358 2.6  7.0 2.0 0.0 1.0
659 1.0 10.795493 4.4  9.0 0.0 0.0 1.0
660 1.0 10.380510 4.8  4.0 0.0 0.0 1.0
661 1.0 10.564662 3.4  4.0 0.0 3.0 1.0
662 0.0 10.698279 3.4 12.0 1.0 2.0 1.0
663 0.0 10.610146 4.8  5.0 0.0 0.0 1.0
664 1.0 10.684275 2.8  6.0 1.0 2.0 1.0
665 1.0 10.626887 3.2  5.0 0.0 2.0 1.0
666 1.0 10.409648 5.0  4.0 0.0 3.0 1.0
667 1.0 10.543944 3.6  5.0 2.0 1.0 1.0
668 1.0 11.229670 5.0 12.0 0.0 0.0 1.0
669 0.0 10.503701 2.5 11.0 2.0 0.0 1.0
670 1.0 10.696332 3.0 11.0 3.0 0.0 1.0
671 1.0 10.421497 2.5  5.0 0.0 2.0 1.0
672 1.0 10.593060 3.2  8.0 1.0 1.0 1.0
673 1.0 10.531076 2.9 10.0 1.0 1.0 1.0
674 0.0 10.586400 4.4  7.0 0.0 2.0 1.0
675 1.0 10.447639 4.0  5.0 0.0 3.0 1.0
676 0.0 10.633358 5.2 12.0 0.0 0.0 1.0
677 1.0 10.619115 2.7  8.0 2.0 1.0 1.0
678 1.0 10.814894 3.2  8.0 0.0 1.0 1.0
679 0.0 10.633692 3.0 12.0 2.0 0.0 1.0
680 1.0 10.495332 4.0  5.0 0.0 1.0 1.0
681 1.0 10.690870 4.7  4.0 0.0 0.0 1.0
682 1.0 10.389276 4.8  4.0 0.0 1.0 1.0
683 1.0 10.506461 3.6  6.0 0.0 1.0 1.0
684 1.0 10.806028 3.8 10.0 0.0 1.0 1.0
685 1.0 10.605672 3.8  3.0 0.0 1.0 1.0
686 0.0 10.439596 4.8 11.0 0.0 0.0 1.0
687 1.0 10.422506 4.1  7.0 0.0 0.0 1.0
688 1.0 10.436939 3.9  4.0 0.0 2.0 1.0
689 0.0 10.630927 3.1  9.0 2.0 0.0 1.0
690 0.0 10.945442 3.2  7.0 0.0 2.0 1.0
691 0.0 10.902927 4.1  4.0 1.0 1.0 1.0
692 1.0 10.706151 3.6  5.0 0.0 2.0 1.0
693 1.0 10.568070 3.8  3.0 0.0 3.0 1.0
694 1.0 10.255037 5.7  3.0 0.0 0.0 1.0
695 1.0 10.577855 3.4  8.0 0.0 2.0 1.0
696 1.0 10.562634 4.2  5.0 0.0 3.0 1.0
697 1.0 10.897760 3.2 11.0 0.0 0.0 1.0
698 1.0 10.181681 4.8  5.0 0.0 2.0 1.0
699 1.0 10.391575 2.2  9.0 2.0 0.0 1.0
700 0.0 10.551271 3.1  8.0 0.0 2.0 1.0
701 1.0 10.573802 2.6  4.0 0.0 0.0 1.0
702 1.0 10.688289 4.3 11.0 0.0 1.0 1.0
703 1.0 10.486849 4.4  4.0 0.0 2.0 1.0
704 1.0 10.108172 4.5  4.0 0.0 1.0 1.0
705 1.0 10.638368 2.9  5.0 1.0 1.0 1.0
706 1.0 10.368427 4.6  4.0 0.0 0.0 1.0
707 1.0 10.678598 3.1  5.0 1.0 1.0 1.0
708 1.0 10.599005 2.1 11.0 0.0 0.0 1.0
709 1.0 11.165198 4.1 12.0 0.0 1.0 1.0
710 0.0 10.614234 2.8  8.0 1.0 2.0 1.0
711 0.0 10.705376 3.9  2.0 1.0 0.0 1.0
712 1.0 10.433034 4.5  3.0 0.0 1.0 1.0
713 0.0 10.321651 4.9  4.0 0.0 1.0 1.0
714 1.0 10.574284 4.2 10.0 0.0 2.0 1.0
715 0.0  9.737393 5.9  4.0 0.0 0.0 1.0
716 1.0 10.599734 5.4  5.0 0.0 0.0 1.0
717 1.0 10.277369 3.3  7.0 0.0 3.0 1.0
718 0.0 10.472802 2.4  9.0 1.0 1.0 1.0
719 1.0 10.349497 3.5  5.0 0.0 0.0 1.0
720 1.0 10.559267 4.9  8.0 0.0 0.0 1.0
721 0.0 10.587798 4.8  5.0 1.0 2.0 1.0
722 1.0 10.363468 4.1  5.0 0.0 0.0 1.0
723 1.0 10.422002 3.7  5.0 0.0 2.0 1.0
724 1.0 10.472802 3.8  9.0 0.0 4.0 1.0
725 1.0 10.561640 4.2  7.0 0.0 1.0 1.0
726 0.0 11.587482 4.6 11.0 0.0 1.0 1.0
727 1.0 10.460904 3.3  5.0 0.0 2.0 1.0
728 0.0 11.600476 5.5 15.0 0.0 0.0 1.0
729 1.0 10.464381 5.0  5.0 0.0 2.0 1.0
730 1.0 10.379642 2.2  6.0 1.0 0.0 1.0
731 0.0 10.501483 4.0  5.0 0.0 2.0 1.0
732 0.0 10.506813 4.7  5.0 0.0 1.0 1.0
733 1.0 10.628378 5.0 10.0 0.0 0.0 1.0
734 1.0 10.610259 2.8  8.0 0.0 2.0 1.0
735 0.0 10.612646 3.9  5.0 0.0 3.0 1.0
736 1.0 10.696993 3.6 12.0 0.0 2.0 1.0
737 1.0 10.710382 3.9  4.0 0.0 2.0 1.0
738 1.0 10.437066 4.8  4.0 0.0 0.0 1.0
739 0.0 10.568229 2.9  5.0 2.0 0.0 1.0
740 1.0 10.558129 4.6  5.0 0.0 0.0 1.0
741 1.0 10.378959 5.8  5.0 0.0 0.0 1.0
742 0.0 10.476105 2.5  5.0 1.0 0.0 1.0
743 0.0 10.603369 2.9  5.0 1.0 2.0 1.0
744 1.0 10.490960 2.1 11.0 0.0 0.0 1.0
745 1.0 10.600079 3.1  5.0 0.0 1.0 1.0
746 1.0 10.536475 3.5  4.0 0.0 2.0 1.0
747 1.0 10.831383 3.0  5.0 0.0 2.0 1.0
748 1.0 10.461597 3.1  8.0 1.0 0.0 1.0
749 1.0 10.491430 3.4 12.0 1.0 1.0 1.0
750 1.0 10.444563 2.8 11.0 3.0 0.0 1.0
751 1.0 10.530988 4.1  2.0 0.0 2.0 1.0
752 0.0 11.254684 5.9  8.0 0.0 0.0 1.0
753 1.0 10.644262 2.7  9.0 1.0 2.0 1.0
754 0.0 11.134107 5.4 16.0 0.0 0.0 1.0
755 0.0 11.163557 4.0 11.0 1.0 1.0 1.0
756 1.0 10.748157 3.5  7.0 0.0 1.0 1.0
757 1.0 10.424117 3.9  5.0 0.0 3.0 1.0
758 0.0 10.358268 4.3  5.0 0.0 2.0 1.0
759 1.0 10.546735 3.6  8.0 0.0 2.0 1.0
760 1.0 10.167575 4.6  4.0 0.0 0.0 1.0
761 1.0 10.232409 4.4  4.0 0.0 0.0 1.0
762 1.0 10.415019 4.4  6.0 0.0 0.0 1.0
763 1.0  9.439709 2.9  1.0 2.0 0.0 1.0
764 1.0 10.526048 3.2 10.0 1.0 2.0 1.0
765 1.0 10.169228 5.5  5.0 0.0 0.0 1.0
766 1.0 10.403554 3.4  5.0 0.0 2.0 1.0
767 1.0 10.375732 3.7  8.0 1.0 1.0 1.0
768 1.0 10.518030 2.6  5.0 0.0 1.0 1.0
769 0.0 11.197707 3.8 12.0 0.0 1.0 1.0
770 0.0 10.387608 4.5  8.0 0.0 1.0 1.0
771 0.0 10.592153 3.4  8.0 0.0 2.0 1.0
772 1.0 10.554045 3.6  6.0 0.0 2.0 1.0
773 1.0 10.591844 2.6 10.0 0.0 2.0 1.0
774 1.0 10.406093 4.0  5.0 1.0 1.0 1.0
775 0.0 10.680139 4.0  9.0 0.0 1.0 1.0
776 0.0  9.281793 5.7  5.0 0.0 0.0 1.0
777 0.0 10.529899 2.5  8.0 2.0 0.0 1.0
778 1.0 10.524458 3.0  8.0 0.0 1.0 1.0
779 1.0 10.645608 2.5  7.0 1.0 1.0 1.0
780 1.0 10.610342 4.3  2.0 0.0 2.0 1.0
781 0.0 11.292684 4.6 10.0 0.0 1.0 1.0
782 0.0 10.514300 2.6  7.0 1.0 1.0 1.0
783 1.0 10.364109 2.3  4.0 1.0 0.0 1.0
784 1.0 10.678174 3.2  8.0 0.0 2.0 1.0
785 1.0 10.676672 3.4 13.0 0.0 2.0 1.0
786 1.0 10.451906 3.3  3.0 1.0 1.0 1.0
787 1.0 10.493905 2.5  6.0 0.0 1.0 1.0
788 1.0 10.933745 3.9 11.0 0.0 2.0 1.0
789 1.0 10.220448 3.2  9.0 1.0 0.0 1.0
790 1.0 10.279145 4.7  5.0 0.0 0.0 1.0
791 1.0 10.376983 4.6  9.0 0.0 1.0 1.0
792 1.0 10.548088 4.1  8.0 0.0 2.0 1.0
793 1.0 10.457786 2.5  5.0 2.0 1.0 1.0
794 1.0 10.507745 3.9 10.0 0.0 1.0 1.0
795 1.0 10.474064 5.1  3.0 0.0 0.0 1.0
796 1.0 10.325908 5.1 10.0 0.0 0.0 1.0
797 1.0 10.399045 4.9 16.0 0.0 0.0 1.0
798 1.0 10.339881 3.5  8.0 1.0 2.0 1.0
799 0.0 10.522865 2.7  7.0 1.0 1.0 1.0
800 0.0 10.114141 4.7  4.0 0.0 1.0 1.0
801 0.0 10.522161 3.0  8.0 3.0 0.0 1.0
802 0.0 10.414384 3.2  5.0 2.0 1.0 1.0
803 1.0 10.491921 3.4  8.0 0.0 3.0 1.0
804 1.0 10.202841 4.1  4.0 0.0 0.0 1.0
805 1.0 10.465267 2.6  6.0 1.0 2.0 1.0
806 0.0 10.603350 3.3  8.0 2.0 0.0 1.0
807 1.0  9.546312 4.9  6.0 0.0 3.0 1.0
808 0.0 10.420614 4.1  6.0 0.0 3.0 1.0
809 1.0 11.002878 3.7  9.0 0.0 2.0 1.0
810 1.0 10.446016 4.0  3.0 0.0 2.0 1.0
811 1.0 10.316090 5.0  6.0 0.0 1.0 1.0
812 1.0 10.400943 2.9  8.0 0.0 2.0 1.0
813 0.0  9.701465 2.6  4.0 1.0 1.0 1.0
814 1.0 10.481405 3.1  8.0 0.0 1.0 1.0
815 1.0 10.109776 3.2  5.0 0.0 1.0 1.0
816 1.0 10.656443 4.4  5.0 0.0 1.0 1.0
817 0.0 10.527389 2.3  8.0 1.0 0.0 1.0
818 0.0 10.249600 2.4  8.0 1.0 0.0 1.0
819 0.0 10.742908 2.7  8.0 1.0 1.0 1.0
820 1.0 10.440141 2.8  8.0 0.0 1.0 1.0
821 0.0 10.421623 5.2  4.0 0.0 1.0 1.0
822 0.0 10.570640 4.7 12.0 0.0 2.0 1.0
823 0.0 10.695252 4.2  8.0 0.0 2.0 1.0
824 1.0 10.364536 4.2  5.0 0.0 1.0 1.0
825 1.0 10.327931 4.7  4.0 0.0 0.0 1.0
826 1.0 10.177955 3.6  5.0 0.0 1.0 1.0
827 1.0 10.226662 4.1  8.0 0.0 0.0 1.0
828 0.0 10.417757 3.8  3.0 1.0 1.0 1.0
829 0.0 11.466458 3.6 13.0 0.0 2.0 1.0
830 1.0 10.362868 2.5  8.0 1.0 0.0 1.0
831 0.0 10.412528 4.7  5.0 0.0 1.0 1.0
832 1.0 10.417331 4.4  7.0 0.0 1.0 1.0
833 0.0 10.483624 4.4  2.0 0.0 1.0 1.0
834 1.0 10.451833 4.7  8.0 0.0 0.0 1.0
835 1.0 10.187326 2.0  5.0 1.0 0.0 1.0
836 0.0 10.541466 4.1  8.0 0.0 1.0 1.0
837 0.0 10.746960 5.0  7.0 0.0 1.0 1.0
838 1.0 10.442706 3.6  4.0 1.0 1.0 1.0
839 1.0 10.307899 2.0  8.0 0.0 0.0 1.0
840 0.0 10.509970 2.8  6.0 2.0 0.0 1.0
841 1.0 10.302572 4.4  7.0 0.0 0.0 1.0
842 1.0 10.507660 3.5  9.0 0.0 2.0 1.0
843 1.0 10.662906 4.6 15.0 0.0 1.0 1.0
844 1.0 10.656736 2.6  9.0 1.0 0.0 1.0
845 1.0 10.554351 3.1  8.0 0.0 2.0 1.0
846 0.0 10.500807 4.9  5.0 0.0 1.0 1.0
847 0.0 10.317350 5.5  5.0 0.0 0.0 1.0
848 1.0 10.728559 4.0  4.0 0.0 1.0 1.0
849 0.0 10.010429 5.7  6.0 0.0 1.0 1.0
850 1.0 10.474912 5.1  5.0 0.0 2.0 1.0
851 1.0 11.356841 5.6  3.0 0.0 0.0 1.0
852 1.0 10.483732 3.3  2.0 1.0 3.0 1.0
853 1.0 10.752502 4.1  5.0 0.0 2.0 1.0
854 0.0 10.559347 3.2 12.0 1.0 0.0 1.0
855 0.0 10.215829 2.5 11.0 1.0 0.0 1.0
856 1.0 11.574043 4.7 13.0 0.0 0.0 1.0
857 1.0 10.806046 3.1 16.0 2.0 0.0 1.0
858 0.0 10.945839 3.3 14.0 0.0 2.0 1.0
859 1.0 10.379906 2.8  5.0 0.0 2.0 1.0
860 1.0 10.775556 3.8 11.0 0.0 0.0 1.0
861 1.0 10.528899 3.4  9.0 1.0 1.0 1.0
862 1.0 10.468534 3.3  6.0 0.0 2.0 1.0
863 0.0 11.110955 3.5 10.0 1.0 1.0 1.0
864 0.0 10.471365 5.1  9.0 0.0 1.0 1.0
865 0.0 10.147503 4.1  5.0 1.0 0.0 1.0
866 1.0 10.693230 3.5  9.0 0.0 2.0 1.0
867 1.0 10.027595 4.2 14.0 0.0 0.0 1.0
868 0.0 10.597393 2.4  4.0 2.0 1.0 1.0
869 1.0 10.377773 4.8  8.0 0.0 0.0 1.0
870 0.0 10.133740 2.4  6.0 2.0 0.0 1.0
871 1.0 10.932351 4.1 10.0 0.0 1.0 1.0
872 0.0 11.220691 5.1 10.0 0.0 0.0 1.0
