Cardhldr Majordrg   Age   Income   Expinc  Avgexp   Ownrent   Selfempl Depndt  Incper  Curadd  Major  Active 
1 0 29.25 4.467 0.1139494 424.1767 1 1 0 4.467 63 1 5
0 0 36.41667 5.2 0.0002307692 0 1 0 2 1.733333 12 1 0
1 0 22.91667 4.8 0.05806896 232.2758 0 0 2 1.6 2 1 4
1 0 61 1.5 0.2685167 335.5625 1 0 1 0.75 372 1 24
1 0 54.41667 1.5 0.01661133 20.18083 0 0 0 1.5 24 0 1
0 0 25.66667 1.8504 0.0006485084 0 0 0 0 1.8504 14 1 0
1 0 30.33333 2.45 0.05832653 119 0 0 0 2.45 8 1 0
1 0 27.08333 1.89 0.04420053 69.0325 0 0 0 1.89 51 1 12
1 0 39 3.5 0.04514543 131.6742 1 0 2 1.166667 113 0 13
0 0 24.16667 2.7885 0.0004303389 0 0 0 0 2.7885 4 1 0
1 0 47.08333 4.5 0.1395 523.125 1 0 0 4.5 3 1 13
0 4 24.83333 2.8 0.0004285714 0 0 0 0 2.8 12 1 7
0 3 32.16667 2.8 0.0004285714 0 1 0 3 0.7 106 0 11
1 0 33.08333 4.5 0.104378 391.4175 0 0 1 2.25 36 1 2
1 0 45 3.8 0.03137474 99.10333 1 0 1 1.9 90 1 3
0 0 32.83333 5 0.00024 0 0 1 0 5 14 1 0
1 0 23.33333 2.7 0.1686141 379.2983 0 0 0 2.7 2 1 0
0 2 25.16667 2.5 0.00048 0 0 1 1 1.25 30 1 18
1 0 26.58333 3.2 0.1495691 398.8508 1 0 2 1.066667 12 1 0
1 0 22.91667 1.92 0.02146354 34.09167 1 0 2 0.64 12 1 21
1 0 45.66667 2.308 0.2200399 423.1267 0 0 1 1.154 94 1 5
0 0 29.16667 1.7 0.0007058823 0 0 0 1 0.85 28 1 0
1 0 48.91667 3 0.09670267 241.4233 1 0 2 1 120 0 3
1 0 39.75 2.45 0.0714951 145.7192 1 0 3 0.6125 38 1 8
1 0 20.08333 3.4 0.0006470588 0.9166667 0 0 0 3.4 15 0 0
1 0 32.91667 2.5 0.245766 512.0125 0 0 1 1.25 6 1 9
1 0 39.66667 3 0.1275373 318.51 1 0 0 3 72 1 9
1 0 26.83333 3.15 0.07226063 189.6842 0 0 0 3.15 6 1 0
1 0 27.25 3.5 0.06670286 194.4667 0 0 0 3.5 6 1 0
1 0 19.58333 1.8 0.121795 182.6092 0 0 0 1.8 12 1 0
1 0 24.08333 2.25 0.1584613 297.0317 0 0 1 1.125 10 1 9
1 0 22.83333 2 0.0229845 37.97417 0 0 0 2 25 1 11
1 0 27.08333 4.1 0.115781 395.585 1 0 2 1.366667 41 1 14
1 0 23.83333 2.97 0.08264108 204.5367 0 0 0 2.97 4 1 7
1 0 41.66667 5.5 0.03244491 148.3725 1 0 3 1.375 9 1 0
1 0 27.25 3.15 0.06493969 170.4667 1 0 2 1.05 24 1 9
1 0 46.5 3.5 0.04229 122.9292 0 1 2 1.166667 48 1 1
1 0 21.08333 1.5344 0.004301356 4.583333 0 0 0 1.5344 14 1 11
1 0 32.33333 5.1 0.101359 430.6925 1 0 0 5.1 38 1 10
1 0 22.58333 2.25 0.01111111 20.08333 0 0 0 2.25 12 1 4
1 0 25.58333 3.41 0.006522581 17.785 1 0 1 1.705 7 1 6
1 0 35.25 3.7 0.1221516 376.6342 1 0 1 1.85 12 1 0
0 0 34.58333 3.4 0.0003529412 0 0 0 0 3.4 12 1 0
1 0 35.75 4.14 0.1375309 474.065 1 0 0 4.14 12 1 18
0 4 38.25 4.8 0.00025 0 1 0 1 2.4 42 1 6
1 0 34.75 7 0.05023986 293.0658 1 0 3 1.75 3 1 0
1 0 28.75 7 0.1083524 631.9725 1 1 0 7 12 1 5
1 1 29.16667 2.2 0.03820546 69.79333 0 0 0 2.2 49 1 7
0 0 28.58333 2.06 0.0005825243 0 1 0 0 2.06 31 0 12
0 0 22.08333 1.536 0.00078125 0 0 0 0 1.536 12 0 3
0 3 36.5 4 3e-04 0 1 0 0 4 28 1 12
1 0 43.83333 10.5 0.001095238 8.75 1 0 4 2.1 168 1 16
1 0 32 3.05 0.0501859 127.4725 0 0 0 3.05 62 0 10
1 1 56.91667 3.4838 0.0628954 182.0958 1 0 0 3.4838 540 1 7
1 0 24.33333 3 0.002791667 6.145833 1 0 2 1 18 1 6
1 0 34.58333 5.1 0.0970047 412.1867 1 0 4 1.02 3 1 0
1 0 53 2.45 0.01771837 35.675 1 0 0 2.45 3 1 11
1 0 31.16667 2 0.1235615 205.9358 1 0 1 1 42 0 6
1 0 54.08333 4 0.01336725 43.97417 1 0 1 2 188 1 13
1 0 45.83333 3.48 0.06486379 188.105 1 1 1 1.74 16 1 21
1 0 20.83333 2 0.00475 7.083333 1 1 0 2 18 0 3
1 0 27.33333 2.15 0.2703846 484.4392 0 0 0 2.15 6 1 12
0 0 37.58333 4.475 0.0002681564 0 0 0 2 1.491667 60 1 15
1 0 33.25 1.7 0.006725882 8.778334 0 0 0 1.7 146 1 17
1 0 28.08333 3 0.06997 174.925 0 0 0 3 18 1 11
1 0 27.16667 2.3558 0.01112149 21.33333 1 0 2 0.7852666 6 1 5
1 0 50 4.5 0.09626533 360.995 1 0 2 1.5 301 1 11
1 0 48.33333 3.7 0.03722216 114.6017 1 0 2 1.233333 192 0 7
1 0 25.25 5.5 0.02479182 113.2958 1 1 0 5.5 16 1 0
1 0 30.75 3.374 0.01200622 33.5075 1 0 0 3.374 10 1 9
1 0 63.16667 5.5 0.02048182 93.625 1 0 1 2.75 192 1 15
0 1 32.33333 6 2e-04 0 1 0 4 1.2 18 1 4
1 0 28.41667 6.9 0.07231405 415.8058 1 0 0 6.9 14 1 0
1 0 28.91667 2.75 0.3822785 875.8884 1 0 1 1.375 3 1 3
1 0 0.5833333 2.5 0.0831712 173.0233 0 0 0 2.5 150 1 5
1 0 25.66667 2 0.0049 7.416667 0 0 0 2 26 1 13
1 0 21.91667 2.6875 0.07412688 165.93 0 0 3 0.671875 85 1 12
1 0 27.16667 2.6796 0.007277206 15.58333 0 0 4 0.53592 36 1 4
1 0 22.5 1.8 0.1196106 178.9158 0 0 0 1.8 6 0 2
1 0 25.33333 1.56 0.03501987 44.9425 0 0 1 0.78 12 1 0
1 0 20.16667 1.5 0.1196407 149.5508 0 0 0 1.5 3 1 3
1 0 25 1.8804 0.00297809 3.75 0 0 0 1.8804 4 1 5
0 2 36.58333 2.52 0.0004761905 0 1 0 0 2.52 77 1 9
1 0 19.66667 2.2348 0.04474897 82.92084 0 0 0 2.2348 133 0 5
0 0 31.25 1.78 0.0006741573 0 0 0 0 1.78 14 1 0
1 0 29.08333 4.01 0.002743142 8.333333 0 0 0 4.01 120 1 15
1 0 51.58333 12.4999 0.2975549 3099.505 1 0 1 6.24995 120 1 21
1 0 31.5 1.6 0.2253456 300.4608 0 0 0 1.6 6 1 8
1 0 46.5 5 0.02724 112.9167 1 0 1 2.5 7 1 7
1 0 24.66667 2.275 0.04983472 94.145 1 0 2 0.7583333 31 1 6
1 0 54.75 3.4 0.07603735 215.4392 0 0 1 1.7 12 1 7
1 0 21.41667 1.75 0.02445829 35.16833 1 0 0 1.75 131 1 3
1 0 27.08333 3.25 0.008601538 22.4625 1 0 0 3.25 48 1 6
1 0 45.08333 3.9 0.09064 294.58 0 0 0 3.9 120 1 12
0 0 35.91667 1.85 0.0006486487 0 0 0 0 1.85 62 0 0
1 0 40.91667 4 0.00331225 10.29083 1 0 1 2 84 1 9
1 0 54.5 4.3 0.1763946 632.0808 1 0 1 2.15 120 1 6
1 0 28.16667 3.5 0.1119657 326.5667 1 0 2 1.166667 48 0 7
1 1 34.08333 8.1 0.1107659 747.67 1 1 3 2.025 36 1 15
1 1 30 4 0.05105425 170.1808 1 0 5 0.6666666 28 1 7
1 1 33.91667 2 0.9063205 1510.534 0 0 0 2 12 1 5
0 0 0.75 3 4e-04 0 0 0 0 3 18 0 2
1 0 51.25 5.3 0.04344189 191.7017 0 0 1 2.65 108 1 2
0 7 25.91667 2.6 0.0004615385 0 0 0 3 0.65 36 1 11
1 0 27.91667 2.52 0.08961231 188.1858 0 0 1 1.26 12 1 0
0 0 23.83333 2.2 0.0005454546 0 0 0 0 2.2 31 0 0
1 0 29 2.5 0.5263956 1096.657 0 0 0 2.5 12 1 14
1 0 33.5 3.5 0.094966 276.9842 0 0 0 3.5 4 1 13
0 1 30.83333 4.35 0.0002758621 0 0 0 0 4.35 28 1 5
0 0 38.75 1.6 0.00075 0 0 0 0 1.6 51 1 1
1 0 32.16667 2 0.023269 38.365 0 0 2 0.6666666 24 1 4
1 1 43.33333 4.8 0.3706127 1482.368 1 0 0 4.8 3 1 4
1 0 29.83333 3 0.01855033 45.87583 1 0 2 1 28 1 4
1 0 62 1.638 0.04700183 64.07417 1 0 0 1.638 270 0 1
0 2 35.5 2.9 0.0004137931 0 0 0 1 1.45 102 1 21
1 0 21.5 2.3779 0.01799908 35.16667 0 0 0 2.3779 7 0 5
1 0 38.25 2.3 0.0676087 129.4167 1 0 0 2.3 3 1 3
1 0 39.58333 8.1 0.09833618 663.7692 1 0 3 2.025 43 1 13
0 2 40.5 3.57 0.0003361345 0 0 1 0 3.57 31 1 7
0 0 34.25 1.944 0.000617284 0 0 0 1 0.972 54 1 1
1 0 34.83333 2.75 0.03314945 75.63417 1 0 0 2.75 151 1 11
1 0 28.16667 3.5 0.0016 3.75 1 0 1 1.75 31 1 7
1 0 47.16667 7 0.05167186 301.2525 1 0 1 3.5 144 1 8
1 0 28.16667 2.8 0.096285 224.5817 0 0 0 2.8 5 0 1
1 0 22.41667 1.95 0.03733385 60.58417 0 0 0 1.95 3 1 0
0 0 45.5 6.5 0.0001846154 0 0 0 2 2.166667 34 1 9
1 0 22.91667 2.5 0.2395248 498.9267 0 0 0 2.5 2 1 0
1 1 37.08333 3 0.003666667 8.333333 0 0 0 3 60 1 9
1 0 27.25 1.8 0.07033833 105.5075 1 0 2 0.6 6 1 4
1 0 39.58333 2.6 0.02623077 56.33333 1 0 3 0.65 70 1 9
1 0 51.83333 3.6 0.070965 212.4783 1 0 1 1.8 125 1 13
1 0 23.66667 2.3 0.007781739 14.33167 0 0 2 0.7666667 14 0 0
0 1 21.5 1.78 0.0006741573 0 0 0 0 1.78 5 1 1
1 0 21.91667 3.86 0.0003108808 0 1 1 0 3.86 18 1 8
1 0 45.58333 4.9 0.01453408 58.93083 1 0 2 1.633333 159 1 4
0 0 39.91667 3.6 0.0003333333 0 0 0 0 3.6 14 0 0
1 0 42.25 3.235 0.02476569 66.26417 1 0 2 1.078333 36 1 3
0 2 27.5 1.85 0.0006486487 0 0 0 0 1.85 24 1 12
1 0 25.75 1.85 0.05965243 91.96417 1 0 0 1.85 24 1 9
1 0 25.41667 1.56 0.1660628 215.8817 0 0 0 1.56 12 1 0
1 0 31.83333 4.075 0.007014479 22.98667 1 0 1 2.0375 101 1 9
0 5 25.25 3.3 0.0003636364 0 1 0 1 1.65 75 1 23
1 0 24.16667 2.51 0.1149625 240.38 0 0 0 2.51 10 1 12
1 0 28.16667 4.375 0.02481051 89.955 1 0 1 2.1875 84 0 1
1 0 26.58333 2.35 0.06488553 126.6508 0 0 1 1.175 26 1 2
1 0 20.91667 4 0.042129 140.3467 1 0 0 4 24 1 4
0 2 35.58333 5.1 0.0002352941 0 1 0 1 2.55 63 1 8
1 0 32.16667 3 0.1178903 294.5592 1 0 2 1 9 1 0
1 0 28.66667 3.5 0.02358028 68.35917 1 0 5 0.5833334 42 1 12
1 0 39.75 3.5 0.03496943 101.4942 1 0 0 3.5 12 1 0
1 0 34.83333 5.5 0.2375431 1088.739 1 0 4 1.1 12 1 0
1 0 51.75 3.8 0.01511711 47.7875 1 0 1 1.9 51 1 5
1 0 22.66667 1.79 0.03404134 50.02833 0 0 0 1.79 3 1 0
1 0 38.25 5.1 0.08108 344.0067 1 0 3 1.275 126 1 17
1 0 46.25 8.94 0.02528568 188.295 1 0 0 8.94 96 1 17
1 0 50.33333 7.1 0.04148197 245.3517 1 0 2 2.366667 12 1 0
1 0 32.08333 2.4 0.1426413 285.2825 1 0 0 2.4 96 0 8
1 1 30.58333 3.305 0.006686838 17.58333 0 0 0 3.305 19 1 12
1 0 38.83333 6.5 0.2897866 1569.677 1 0 4 1.3 117 1 18
1 0 39.58333 4.81 0.01105884 43.74417 1 0 1 2.405 8 1 9
1 0 39.66667 3 0.02240434 55.76083 1 1 1 1.5 132 1 22
1 0 41.66667 2.7 0.04356111 97.5125 1 0 2 0.9 28 1 11
1 0 38.83333 5.4 0.01299352 58.05416 1 1 0 5.4 108 1 17
1 0 37.08333 8.124 0.03150603 213.1292 1 1 3 2.031 120 1 5
1 0 27.83333 3.04 0.03792664 95.9975 0 0 0 3.04 13 1 0
1 1 29.5 2.08 0.03545144 61.19917 1 0 2 0.6933333 12 1 11
1 0 28.91667 1.511 0.0007941761 0 0 0 0 1.511 44 1 15
0 1 31.08333 3 4e-04 0 1 0 2 1 51 1 2
1 0 30.33333 2.6 0.2956862 640.6533 1 0 0 2.6 25 1 4
1 0 37.41667 2.5 0.0298332 61.73583 1 0 2 0.8333333 120 0 4
1 0 44.58333 3.5 0.01198229 34.53167 1 0 1 1.75 33 1 13
1 0 25.33333 2.4 0.1066462 213.2925 0 0 0 2.4 5 1 10
1 0 26.83333 2.32 0.007586207 14 0 0 0 2.32 2 1 0
1 0 46.16667 2.58 0.07673334 164.6433 1 0 2 0.86 120 0 15
1 0 28.08333 2.1 0.09068 158.6067 1 0 1 1.05 24 0 11
1 0 38.41667 2.35 0.06853744 133.9692 0 0 1 1.175 72 1 8
1 0 46.75 2.8 0.0004285714 0 1 0 1 1.4 84 1 2
0 2 52.25 3.7 0.0003243243 0 0 0 4 0.74 1 1 6
0 0 37.16667 1.68 0.0007142857 0 1 0 3 0.42 120 0 8
0 0 25.33333 2.64 0.0004545455 0 0 0 0 2.64 24 1 33
1 1 28.25 2.3 0.03489609 66.30083 1 0 1 1.15 24 1 14
1 2 35.33333 6.888 0.01023621 58.50583 1 0 0 6.888 5 1 18
0 4 25.41667 4 3e-04 0 0 0 0 4 36 1 32
1 0 28.16667 2 0.06025 100.4167 1 0 1 1 38 0 8
0 0 19 1.97 0.0006091371 0 0 0 1 0.985 24 1 2
1 0 25.41667 3 0.01046967 25.5075 0 0 2 1 3 1 11
1 0 26.08333 2.75 0.1835625 420.5808 1 0 1 1.375 6 1 11
1 0 31.25 5 0.0743784 309.91 1 0 2 1.666667 12 1 12
1 0 33.66667 2.1 0.0449081 78.25584 0 0 4 0.42 12 1 0
1 0 27.91667 4 0.03709175 123.2225 1 0 2 1.333333 2 1 0
1 1 48.33333 3 0.03187233 79.17583 1 1 0 3 180 1 12
1 0 36.83333 3.3 0.1568097 431.1433 0 0 0 3.3 3 1 0
0 3 45.41667 2.35 0.0005106383 0 0 0 0 2.35 36 1 15
0 2 53 2.16 0.0005555556 0 0 1 0 2.16 74 0 5
1 0 27.58333 3.9 0.04137513 134.3858 1 0 3 0.975 12 1 6
1 0 40 2.3115 0.02862341 54.96917 0 0 1 1.15575 158 1 9
1 0 49.16667 1.7 0.0007058823 0 0 0 1 0.85 14 0 6
1 0 40.33333 2 0.0723855 120.5592 0 0 0 2 24 1 4
1 0 23.83333 4.8 0.0801425 320.4867 0 1 0 4.8 42 1 2
1 0 34.25 3 0.5409953 1352.488 1 0 0 3 72 1 3
1 0 21.41667 1.56 0.06716603 87.14917 0 0 0 1.56 24 0 5
1 0 39.33333 2 0.049059 81.265 1 0 2 0.6666666 200 1 9
1 0 24.25 2.6 0.2969185 643.3233 0 0 1 1.3 10 1 11
1 0 47.83333 4.68 0.03474402 134.9183 1 0 1 2.34 210 1 6
1 0 34.83333 4 0.2582515 860.755 0 1 0 4 204 0 6
1 0 52.25 1.8744 0.0552038 85.97833 1 0 0 1.8744 250 1 4
1 3 47.5 3.1 0.1792845 463.1517 0 0 0 3.1 24 1 15
1 0 25.75 2.8 0.05751464 134.2008 0 0 0 2.8 6 0 3
1 0 24.08333 2.04 0.1136103 192.7208 0 0 0 2.04 109 1 5
1 0 24.5 2.1 0.3213481 562.3592 0 0 0 2.1 28 1 5
1 0 22.33333 2 0.164968 274.9467 0 0 0 2 13 1 7
1 0 33.16667 5.6 0.08529589 398.0475 1 0 4 1.12 84 1 4
1 0 38.91667 3 0.04979033 124.4758 1 0 1 1.5 84 1 11
1 0 22.16667 2.4 0.08183375 163.4175 0 0 0 2.4 23 1 0
1 0 23.33333 1.85 0.06057946 93.31 0 0 0 1.85 4 1 1
1 0 24.08333 2.9 0.04706862 113.2492 1 0 0 2.9 60 1 3
0 0 26.66667 2 6e-04 0 0 1 1 1 63 1 2
1 0 52.41667 1.89 0.02392328 37.42916 0 0 0 1.89 240 1 6
1 0 20.25 2 0.204897 341.245 0 0 0 2 24 1 7
1 0 25.41667 1.6417 0.3715959 508.2908 0 0 0 1.6417 19 1 9
0 4 22.75 2.34 0.0005128205 0 0 0 0 2.34 61 1 6
1 0 24.41667 1.9 0.2731216 432.3592 0 0 0 1.9 19 1 6
1 0 21.5 1.53 0.03650327 46.29167 1 0 0 1.53 22 1 11
1 0 22.41667 3.9946 0.07619161 253.6292 0 0 0 3.9946 268 1 2
1 0 46.33333 1.6 0.04630688 61.7425 0 0 0 1.6 162 1 11
1 0 19.41667 1.8 0.08415 125.8917 0 0 0 1.8 3 1 0
1 1 29.83333 3.7 0.595776 1836.976 0 0 0 3.7 24 1 7
1 0 28.91667 2.1 0.009285714 15.58333 0 0 0 2.1 28 1 5
1 0 26.66667 2 0.03145 51.75 0 0 1 1 6 1 1
0 1 44.83333 2.6 0.0004615385 0 1 0 0 2.6 48 1 1
1 0 27 2.675 0.03482019 77.28667 1 0 0 2.675 135 1 0
0 1 30.16667 4.16 0.0002884615 0 1 1 2 1.386667 37 1 15
1 0 24.83333 2.1 0.1375624 240.4842 0 0 1 1.05 24 1 5
1 0 28 2.4 0.0337825 67.39833 0 0 1 1.2 24 1 4
1 0 39.16667 3.12 0.02673974 69.27333 1 1 2 1.04 66 1 5
1 0 31.41667 3 0.06917133 172.5717 1 0 1 1.5 24 1 13
1 0 40.41667 3.115 0.07675923 199.0042 1 0 1 1.5575 60 1 11
0 3 23.16667 1.6213 0.0007401468 0 0 0 1 0.81065 144 0 4
1 0 43.58333 4.3681 0.04429271 160.4792 1 0 2 1.456033 110 1 10
0 0 25.16667 2.534 0.0004735596 0 0 0 0 2.534 14 1 3
0 2 40.58333 3.1 0.0003870968 0 1 0 1 1.55 66 1 5
0 7 32.08333 2.7161 0.0004418099 0 0 0 1 1.35805 60 0 10
1 0 42.16667 4.04 0.01336535 44.41333 0 0 0 4.04 5 1 6
1 0 47.33333 2.7495 0.2148416 492.2558 0 0 0 2.7495 156 0 11
1 0 27.83333 3 0.1608053 401.93 0 0 1 1.5 24 1 2
1 0 30.66667 3.15 0.06829016 179.1783 1 0 1 1.575 19 1 9
0 0 38.5 5.97 0.000201005 0 1 0 1 2.985 3 1 19
1 0 31 2.6 0.0841927 182.1675 0 0 0 2.6 5 1 0
0 0 47.91667 8.4 0.0001428571 0 1 0 3 2.1 6 1 0
1 0 21.91667 1.95 0.03838103 61.9525 0 0 0 1.95 40 0 4
1 0 36.75 3 0.032497 80.82584 1 0 3 0.75 134 0 4
1 0 23.5 2.8 0.003928571 8.333333 1 0 0 2.8 12 1 3
1 1 25.33333 4.55 0.04465253 169.0575 1 0 1 2.275 42 1 10
1 0 21.25 1.99 0.03496332 57.98083 0 0 2 0.6633334 8 1 5
1 0 48.91667 4.5 0.05416889 203.1333 0 0 2 1.5 17 1 0
0 0 35.58333 4 3e-04 0 0 0 2 1.333333 70 1 1
1 0 39.08333 3.5 0.06206229 181.015 1 0 1 1.75 42 1 0
0 1 27.66667 2.15 0.0005581395 0 0 0 0 2.15 97 1 1
0 0 23.25 1.62 0.0007407407 0 0 0 0 1.62 32 1 7
1 0 31.16667 3.5 0.1656494 483.0608 0 0 1 1.75 14 0 0
1 0 26.83333 2.9 0.006872069 15.94083 1 1 1 1.45 26 1 3
1 0 39.25 3.4064 0.06364079 180.655 0 1 1 1.7032 120 1 7
1 0 24.83333 4 0.00165 4.583333 0 1 2 1.333333 48 1 4
1 0 27.16667 2.6 0.8778461 1902 0 0 0 2.6 4 1 7
1 0 24.66667 2.0676 0.2071184 356.7817 0 0 0 2.0676 4 1 17
1 0 44.66667 2.4 5e-04 0 0 0 0 2.4 36 1 11
1 0 25.16667 3.42 0.008915205 24.575 0 0 0 3.42 3 1 0
1 0 21.91667 6.7 0.05414866 302.2467 0 0 0 6.7 8 1 6
1 0 40.41667 5.43 0.007506077 33.215 0 0 0 5.43 14 1 11
1 0 24.08333 1.62 0.01050802 13.68583 0 0 0 1.62 12 0 4
1 0 31.83333 2.4192 0.05800388 116.3525 0 0 0 2.4192 24 1 7
1 0 24.66667 3.4 0.05114029 144.3975 0 0 0 3.4 12 1 8
1 0 47.41667 3.6 0.03811111 113.75 1 1 2 1.2 120 1 12
1 0 27.16667 2.5 0.0887728 184.9433 0 0 0 2.5 12 1 8
1 0 49.58333 1.75 0.01074229 15.3325 1 0 1 0.875 38 1 3
1 0 32 2.5 0.0544468 113.1808 0 0 0 2.5 8 1 5
1 0 35 4.5 0.01022222 37.58333 1 0 3 1.125 144 1 3
0 1 26.16667 2.466 0.000486618 0 1 0 0 2.466 14 1 20
1 0 20.66667 2.7 0.06984445 156.9 0 0 1 1.35 38 1 10
0 0 34.25 2.4 5e-04 0 0 0 0 2.4 27 1 2
1 0 49.83333 6.9 0.06075971 349.2017 1 0 3 1.725 160 0 0
1 0 40.75 4.8 0.1537802 615.1208 1 0 3 1.2 122 1 17
1 0 20.83333 1.92 0.1300521 208.0833 0 0 0 1.92 84 1 6
1 0 40.33333 2.8 0.03813821 88.73917 0 0 3 0.7 19 0 0
1 0 25.08333 1.6949 0.02467697 34.52083 0 0 0 1.6949 3 0 16
1 0 29.33333 3.5 0.1257411 366.745 0 0 0 3.5 19 1 0
1 1 40.5 2.25 0.02382222 44 0 0 0 2.25 86 1 10
0 2 30.75 2.315 0.0005183585 0 0 0 1 1.1575 17 1 8
1 0 30.66667 4 0.09011575 299.8858 1 0 1 2 37 0 6
1 0 40 4.5 0.09576601 359.1225 0 0 5 0.75 2 1 0
1 0 23 3.1782 0.09312976 246.5708 0 0 0 3.1782 17 1 3
1 0 23.08333 3 0.02586333 63.99166 0 0 0 3 3 1 0
1 0 31.33333 3 0.020658 51.645 1 0 2 1 44 0 12
0 0 24.58333 2 6e-04 0 0 0 0 2 7 0 6
1 0 36.5 3.5 0.2171703 633.4133 1 0 0 3.5 95 1 17
1 0 0.5833333 4 0.0726635 242.1283 1 0 3 1 24 1 4
0 0 28.83333 2.58 0.0004651163 0 1 0 0 2.58 41 1 11
1 0 45.58333 11.9999 0.02006617 200.4933 1 1 1 5.99995 24 1 6
1 1 0.5 3.7 0.01063703 32.46416 0 0 0 3.7 186 0 5
0 0 23.25 1.434 0.0008368201 0 1 0 0 1.434 12 1 6
1 0 38.91667 3.68 0.01952256 59.61917 1 0 3 0.92 44 1 11
0 0 23.83333 2.55 0.0004705882 0 1 0 2 0.85 24 1 0
0 4 37.25 3.5 0.0003428572 0 1 0 2 1.166667 15 1 9
1 0 28.25 2.3 0.1644965 315.2017 1 0 1 1.15 13 0 4
1 0 26.25 3.1894 0.09721233 258.2908 0 0 0 3.1894 10 1 11
1 0 26.5 2.35 0.0005106383 0 0 0 0 2.35 36 1 11
0 4 25.83333 1.97 0.0006091371 0 0 0 0 1.97 7 1 6
1 0 41.25 3.6 0.1525236 457.4875 1 0 3 0.9 68 1 10
0 1 38.58333 3.2 0.000375 0 0 0 2 1.066667 14 1 6
1 0 34.75 2 0.0033 4.583333 1 0 2 0.6666666 38 1 6
1 0 31.5 2.85 0.3137003 745.0383 1 0 2 0.95 30 1 11
1 0 24 3.095 0.0698588 180.1775 1 0 1 1.5475 12 1 23
1 0 25.16667 1.5 0.08980467 111.8392 1 0 1 0.75 14 1 19
1 0 57.08333 4.8 0.1534315 613.6425 1 0 0 4.8 138 1 4
1 0 23.83333 2.6 0.1539746 333.6117 0 0 0 2.6 6 1 0
1 0 23.16667 2.85 0.08745825 207.7133 1 0 1 1.425 50 0 8
1 0 28.16667 3.35 0.07162478 199.3692 1 0 0 3.35 18 1 2
1 0 32.58333 1.8142 0.05414067 81.435 1 0 0 1.8142 9 1 22
1 0 34.83333 3.6 0.03882722 116.315 1 1 4 0.72 48 1 8
0 0 31.08333 1.515 0.0007920792 0 0 0 2 0.505 20 1 0
1 0 24.83333 2.4 0.26509 530.18 0 0 1 1.2 24 1 13
0 0 38.66667 3 4e-04 0 0 0 0 3 36 0 2
0 7 36.91667 3.5 0.0003428572 0 1 0 2 1.166667 60 1 7
1 0 29.75 3 0.046713 116.4492 1 0 1 1.5 12 1 8
1 0 34.75 2.34 0.1833799 357.5908 1 0 0 2.34 108 0 11
1 0 25.08333 2.1 0.1227771 214.86 0 0 0 2.1 26 1 17
1 0 22.16667 1.6 0.1506275 200.5867 1 0 0 1.6 27 1 3
1 0 26.66667 2.216 0.03075632 56.46333 0 0 0 2.216 10 1 2
1 0 32 3.65 0.006082192 17.66667 1 0 2 1.216667 20 1 17
0 6 39.33333 3.2 0.000375 0 0 0 0 3.2 88 1 7
0 0 30.91667 2.6 0.0004615385 0 0 0 0 2.6 5 0 0
1 1 60.08333 6.1 0.0943482 479.4367 1 0 1 3.05 244 1 14
0 2 36.41667 3 4e-04 0 0 0 0 3 74 1 16
1 0 36.91667 4.5 0.08238 308.925 1 0 0 4.5 60 1 16
1 0 28.83333 2.184 0.07956502 144.6417 1 0 0 2.184 5 1 14
0 0 66.5 3.25 0.0003692308 0 1 0 3 0.8125 300 1 13
1 0 35.16667 2.2 0.1334473 244.6533 1 0 1 1.1 13 1 9
1 0 74.16666 2.8065 0.01688936 38.83333 1 0 0 2.8065 511 1 10
1 0 28.41667 2.4304 0.2284344 462.6558 1 0 2 0.8101333 29 1 17
1 0 55.16667 6.7 0.03858522 214.9342 1 0 1 3.35 300 1 13
0 1 38.33333 4 3e-04 0 1 1 3 1 40 1 7
0 0 37.83333 5.16 0.0002325581 0 1 1 0 5.16 86 1 1
1 0 39.66667 5.1 0.05751137 244.4233 1 0 3 1.275 132 1 15
1 0 44.58333 4.2 0.03867167 135.1842 1 0 2 1.4 150 0 2
1 0 30.75 5.6 0.03980107 185.7383 1 0 0 5.6 1 0 8
1 0 23.41667 1.86 0.2670521 413.5975 0 0 0 1.86 3 1 4
0 0 27.41667 1.64 0.0007317073 0 0 0 0 1.64 104 1 0
1 0 51.91667 6.8 0.002705882 14.66667 0 0 0 6.8 38 0 5
1 0 22.83333 1.8468 0.011423 16.91333 0 0 0 1.8468 48 1 4
0 0 22.5 1.8 0.0006666667 0 0 0 2 0.6 4 1 0
0 1 36.83333 3 4e-04 0 1 0 1 1.5 12 1 16
1 0 36.41667 2.2 0.01145455 20.33333 1 0 0 2.2 77 1 0
0 1 22.75 1.8 0.0006666667 0 0 0 0 1.8 6 1 2
1 0 32 2.6 0.002961538 5.583333 0 0 0 2.6 84 1 21
0 0 27.08333 2 6e-04 0 0 0 0 2 24 1 4
1 0 38.33333 5 0.0572476 238.365 1 0 3 1.25 9 1 0
1 0 28.66667 4.22 0.08559075 300.9942 1 0 1 2.11 22 1 3
1 0 38.16667 4.0188 0.1649273 552.3417 0 0 3 1.0047 102 0 3
1 0 26.08333 3 0.045469 113.5892 0 0 0 3 28 1 8
1 0 22 3.1532 0.03821515 99.91666 0 0 0 3.1532 14 0 3
1 0 23.5 2.8 0.06339286 147.3333 0 0 0 2.8 64 1 8
